restaurant,order_index,latitude,longitude,vehicle
Max Södermalm,68,59.31268833118751,18.078271241751285,drone
Max Södermalm,69,59.3154130235419,18.06942098314538,drone
Max Södermalm,70,59.30709358088275,18.084025197888185,drone
Max Södermalm,71,59.3090309722616,18.0803446558225,drone
Max Södermalm,72,59.307602258116454,18.069669188105177,drone
Max Södermalm,73,59.31151334537664,18.05928460778859,drone
Max Södermalm,74,59.318572074303674,18.07222290453186,drone
Max Södermalm,75,59.309997610716984,18.091905570318904,moped
Max Södermalm,76,59.31576519412577,18.06608753975788,drone
Max Södermalm,77,59.31455486649493,18.033097356113853,drone
Max Södermalm,78,59.319524953369104,18.03823930739773,drone
Max Södermalm,79,59.30942664252723,18.081568209043613,drone
Max Södermalm,80,59.31002676556031,18.05526357114243,drone
Max Södermalm,81,59.30850944890551,18.07276618511152,drone
Max Södermalm,82,59.312502966779995,18.068041581392407,drone
Max Södermalm,83,59.31740178517117,18.055552440156553,drone
Max Södermalm,84,59.32111429849177,18.062495797891533,drone
Max Södermalm,85,59.317816643096535,18.05362925647358,drone
Max Södermalm,86,59.31933421206883,18.026925062481197,drone
Max Södermalm,87,59.31006736742764,18.093338545751777,drone
Max Södermalm,88,59.31602390711105,18.041117039020627,drone
Max Södermalm,89,59.31249501550494,18.09420076702179,moped
Max Södermalm,90,59.31802574859949,18.045118362464702,drone
Max Södermalm,91,59.31725420657473,18.083156353154823,drone
Max Södermalm,92,59.313937987218765,18.053560467670803,drone
Max Södermalm,93,59.31719874607918,18.05095951269144,drone
Max Södermalm,94,59.30830472800288,18.06392548317504,drone
Max Södermalm,95,59.31330871586554,18.05776713826639,drone
Max Södermalm,96,59.30602816117105,18.085065595420097,drone
Max Södermalm,97,59.31325608668748,18.054347330701003,drone
Max Södermalm,98,59.30734723336266,18.08839661728479,drone
Max Södermalm,99,59.30953886637826,18.09860332977484,drone
Max Södermalm,100,59.31226301217847,18.096472603473742,drone
Max Södermalm,101,59.30901102984241,18.089023257670775,drone
Max Södermalm,102,59.30993271946218,18.074196689741296,drone
Max Södermalm,103,59.31838370654264,18.05784957648036,drone
Max Södermalm,104,59.31051774364999,18.049133561313592,drone
Max Södermalm,105,59.312602721200584,18.08609799842527,drone
Max Södermalm,106,59.314904132391064,18.091394154212775,moped
Max Södermalm,107,59.30669764688,18.088528964321164,drone
Max Södermalm,108,59.31801890995844,18.082355015001955,drone
Max Södermalm,109,59.31641645980776,18.050927449858403,drone
Max Södermalm,110,59.315419402012544,18.02754398676454,drone
Max Södermalm,111,59.31834955823449,18.070986615427287,drone
Max Södermalm,112,59.31777033440353,18.064116402178076,drone
Max Södermalm,113,59.30660991196159,18.090166378942826,drone
Max Södermalm,114,59.30927712453241,18.063517861338063,drone
Max Södermalm,115,59.30823633759689,18.069282148494615,drone
Max Södermalm,116,59.318822199857394,18.065808875260927,drone
Max Södermalm,117,59.313789068351696,18.060506065681025,drone
Max Södermalm,118,59.30809879443109,18.06617735705771,drone
Max Södermalm,119,59.31291509326753,18.055153747604933,drone
Max Södermalm,120,59.31047245154334,18.054205239324595,drone
Max Södermalm,121,59.311004328653354,18.089193942498348,drone
Max Södermalm,122,59.31467623866104,18.069439304293084,drone
Max Södermalm,123,59.31760842289799,18.070549801968564,drone
Max Södermalm,124,59.31152498619508,18.075036949358847,drone
Max Södermalm,125,59.304819615321215,18.07071446283243,drone
Max Södermalm,126,59.30948317799066,18.08427772370572,drone
Max Södermalm,127,59.30994600513594,18.08788006127224,drone
Max Södermalm,128,59.31075594683044,18.06790195471799,drone
Max Södermalm,129,59.315837126055,18.026521319717467,drone
Max Södermalm,130,59.31131255440556,18.059284602852255,drone
Max Södermalm,131,59.31708695410057,18.02421883287915,drone
Max Södermalm,132,59.31720724832133,18.04388981896981,drone
Max Södermalm,133,59.31223330432802,18.040850254698093,drone
Max Södermalm,134,59.317958552928154,18.03591138022965,drone
Max Södermalm,135,59.31510820232656,18.07142175930959,drone
Max Södermalm,136,59.31673691479476,18.062387530140143,moped
Max Södermalm,137,59.3160504706536,18.06407656670024,drone
Max Södermalm,138,59.32090820976359,18.060766913206184,drone
Max Södermalm,139,59.31277511021762,18.063348628305345,drone
Max Södermalm,140,59.31022790835011,18.068600363829304,drone
Max Södermalm,141,59.30617930802559,18.066587810006105,drone
Max Södermalm,142,59.31483184620316,18.063068313486987,drone
Max Södermalm,143,59.311301606416045,18.061829847563395,drone
Max Södermalm,144,59.31662023621832,18.093993397678503,drone
Max Södermalm,145,59.320675004843174,18.07297193752111,drone
Max Södermalm,146,59.316867642242165,18.08193779731823,drone
Max Södermalm,147,59.31809623255258,18.03164021914691,drone
Max Södermalm,148,59.320012790380304,18.03981713277473,drone
Max Södermalm,149,59.308156106032406,18.091067804231596,drone
Max Södermalm,150,59.32082096592397,18.061760820088193,drone
Max Södermalm,151,59.31637112368141,18.04543825031622,drone
Max Södermalm,152,59.31629154988728,18.071385942765996,drone
Max Södermalm,153,59.31328387515914,18.058050264144303,drone
Max Södermalm,154,59.30948590883002,18.06844864776659,drone
Max Södermalm,155,59.320328433900976,18.041490798362684,drone
Max Södermalm,156,59.31087002233315,18.078697283226955,moped
Max Södermalm,157,59.30835384370612,18.083175223971946,drone
Max Södermalm,158,59.31301943761839,18.102099517968416,drone
Max Södermalm,159,59.30760141080172,18.06039821827034,drone
Max Södermalm,160,59.30917401847277,18.07140388752621,drone
Max Södermalm,161,59.31436862329259,18.100130532654845,drone
Max Södermalm,162,59.3141674669379,18.06412798257445,drone
Max Södermalm,163,59.320716660656586,18.07397733697372,drone
Max Södermalm,164,59.31591756676314,18.09709353039525,drone
Max Södermalm,165,59.313426176586034,18.05570044624828,drone
Max Södermalm,166,59.31403331540058,18.087397346867792,drone
Max Södermalm,167,59.30824134852664,18.070692485878222,drone
Max Södermalm,168,59.30999961522494,18.0573210084352,drone
Max Södermalm,169,59.30880838587852,18.054420698530073,drone
Max Södermalm,170,59.317973090258384,18.05002451053964,drone
Max Södermalm,171,59.316150700893814,18.069232653070458,drone
Max Södermalm,172,59.3127414935365,18.059943671151498,drone
Max Södermalm,173,59.31865497439183,18.058296978552356,drone
Max Södermalm,174,59.31294880371058,18.10226962114896,drone
Max Södermalm,175,59.307529715705826,18.07701824796438,drone
Max Södermalm,176,59.30708351666198,18.069223994856724,drone
Max Södermalm,177,59.3206411531065,18.055358148673537,drone
Max Södermalm,178,59.31797822787467,18.022083698044156,drone
Max Södermalm,179,59.31227924939043,18.07297962481225,drone
Max Södermalm,180,59.31252318167136,18.079966634362393,drone
Max Södermalm,181,59.30830673196013,18.06349128392293,drone
Max Södermalm,182,59.31387029678975,18.08922162421005,drone
Max Södermalm,183,59.3193986410279,18.05941340878003,drone
Max Södermalm,184,59.320327798764666,18.061219558647142,drone
Max Södermalm,185,59.30831243144099,18.076217717077565,drone
Max Södermalm,186,59.312366261573345,18.06481663561148,drone
Max Södermalm,187,59.305162077955465,18.08350266994148,drone
Max Södermalm,188,59.315473893466034,18.101459935720545,drone
Max Södermalm,189,59.31226525362981,18.091726191247872,drone
Max Södermalm,190,59.31022375677196,18.08606584574957,moped
Max Södermalm,191,59.31155643331437,18.096289288716186,drone
Max Södermalm,192,59.31327540575965,18.076040677935232,drone
Max Södermalm,193,59.30710627714001,18.08328407386456,drone
Max Södermalm,194,59.3115389157161,18.070532909654947,drone
Max Södermalm,195,59.31141786724473,18.09951212391918,drone
Max Södermalm,196,59.31467122297972,18.105431517684163,drone
Max Södermalm,197,59.31278663297286,18.098096729639273,drone
Max Södermalm,198,59.31913632506934,18.056411239941692,drone
Max Södermalm,199,59.308349306741995,18.081779457843375,drone
Max Södermalm,200,59.31278757447016,18.09126692808914,drone
Max Södermalm,201,59.316900777205895,18.046753586228167,drone
Max Södermalm,202,59.320776687238,18.055916098101928,drone
Max Södermalm,203,59.311081895659335,18.047426728194072,drone
Max Södermalm,204,59.31690277800568,18.073178081595813,drone
Max Södermalm,205,59.316819270636586,18.046241981876022,drone
Max Södermalm,206,59.315046944938125,18.063293308988214,drone
Max Södermalm,207,59.31202352110033,18.076622919301652,drone
Max Södermalm,208,59.3193676465959,18.07718364899487,drone
Max Södermalm,209,59.31776162553437,18.02121026563481,drone
Max Södermalm,210,59.31015480481522,18.068388439207833,moped
Max Södermalm,211,59.31893044552438,18.05205972876532,drone
Max Södermalm,212,59.31391472973395,18.04178581034847,drone
Max Södermalm,213,59.31542000648325,18.063002787274545,drone
Max Södermalm,214,59.31562197831343,18.077778260018125,drone
Max Södermalm,215,59.31810874355987,18.055318467993256,drone
Max Södermalm,216,59.32003582476146,18.046345049806877,drone
Max Södermalm,217,59.31224675865994,18.100327695636576,drone
Max Södermalm,218,59.31942989113252,18.061810171908338,drone
Max Södermalm,219,59.315204054685566,18.06742551884443,drone
Max Södermalm,220,59.314415728297185,18.10255057652066,drone
Max Södermalm,221,59.30627195026317,18.083110997652945,drone
Max Södermalm,222,59.31424408903864,18.084459615004533,drone
Max Södermalm,223,59.31419491109035,18.04698466801787,drone
Max Södermalm,224,59.32012890130101,18.056662738660336,drone
Max Södermalm,225,59.31138684961664,18.08753083868329,drone
Max Södermalm,226,59.31711329701322,18.03975562661484,drone
Max Södermalm,227,59.30452675908006,18.07641164665275,drone
Max Södermalm,228,59.3090707357819,18.06728923672584,drone
Max Södermalm,229,59.312921614098165,18.03995068305054,drone
Max Södermalm,230,59.31691134467254,18.070815559999044,drone
Max Södermalm,231,59.31284106574955,18.071043321000356,drone
Max Södermalm,232,59.31290720331139,18.086890754552535,drone
Max Södermalm,233,59.31019490565911,18.085674881730927,drone
Max Södermalm,234,59.31605675312309,18.09890156634511,drone
Max Södermalm,235,59.31620644994558,18.06825476171518,drone
Max Södermalm,236,59.31757787407852,18.050071240377257,drone
Max Södermalm,237,59.31390159548946,18.073917431391862,drone
Max Södermalm,238,59.31575857088993,18.04265897752499,drone
Max Södermalm,239,59.312303767125265,18.041019652317313,drone
Max Södermalm,240,59.30908168938201,18.064983399614864,drone
Max Södermalm,241,59.3201002675039,18.04967370757924,drone
Max Södermalm,242,59.30812160221876,18.06345009666122,drone
Max Södermalm,243,59.31655947160095,18.047487618632953,drone
Max Södermalm,244,59.31213517076013,18.058119912173304,drone
Max Södermalm,245,59.31470580754144,18.054263069627464,drone
Max Södermalm,246,59.312428772737114,18.07271027055509,drone
Max Södermalm,247,59.31679697719108,18.085652269365927,moped
Max Södermalm,248,59.31270138583869,18.10333405332736,drone
Max Södermalm,249,59.31385707737343,18.051778323851888,drone
Max Södermalm,250,59.30749291175002,18.088796624620585,drone
Max Södermalm,251,59.32016621792633,18.045710516601748,drone
Max Södermalm,252,59.3085612862196,18.06467327773352,drone
Max Södermalm,253,59.3165290181705,18.03829308354285,drone
Max Södermalm,254,59.31274223257736,18.044692467438892,drone
Max Södermalm,255,59.30685781348089,18.082223384865607,moped
Max Södermalm,256,59.31396555746486,18.086131588018727,drone
Max Södermalm,257,59.31406589471292,18.08292019695356,drone
Max Södermalm,258,59.31316392359425,18.090057504657413,drone
Max Södermalm,259,59.32036305178443,18.067780837044587,drone
Max Södermalm,260,59.318095609007074,18.02879080871051,drone
Max Södermalm,261,59.318890937687215,18.074412011920845,drone
Max Södermalm,262,59.3154468745734,18.08515464497781,drone
Max Södermalm,263,59.31679397645592,18.033051410986385,drone
Max Södermalm,264,59.31725464615407,18.057185771632017,drone
Max Södermalm,265,59.31296731167794,18.088545518526335,drone
Max Södermalm,266,59.31776315152873,18.0716609926806,drone
Max Södermalm,267,59.31979753451486,18.067728147125177,drone
Max Södermalm,268,59.31960264541539,18.080296198348393,drone
Max Södermalm,269,59.31206941630418,18.096131715797497,drone
Max Södermalm,270,59.31231846150882,18.075395168746564,drone
Max Södermalm,271,59.31152977069984,18.08057572690676,drone
Max Södermalm,272,59.3079912032408,18.095504837222094,drone
Max Södermalm,273,59.31873056517742,18.084510489018847,drone
Max Södermalm,274,59.311180620801366,18.05295776321015,drone
Max Södermalm,275,59.31785219300636,18.07755375638452,drone
Max Södermalm,276,59.31387173944939,18.08068927925143,drone
Max Södermalm,277,59.3052083570776,18.07310392296908,drone
Max Södermalm,278,59.32088520132245,18.067345703189023,drone
Max Södermalm,279,59.31695408763715,18.060478249596528,drone
Max Södermalm,280,59.30600402028932,18.06808366120334,drone
Max Södermalm,281,59.31283291432209,18.100049509769992,drone
Max Södermalm,282,59.31511638076226,18.03456330566153,drone
Max Södermalm,283,59.313954491907374,18.06119773878818,drone
Max Södermalm,284,59.31043180699728,18.066935757523733,drone
Max Södermalm,285,59.31466687379669,18.043109981867072,drone
Max Södermalm,286,59.31446591521018,18.081072715506963,drone
Max Södermalm,287,59.3052228844436,18.077434557793172,drone
Max Södermalm,288,59.30515426311423,18.068867650809644,drone
Max Södermalm,289,59.31075978822847,18.077798510115414,drone
Max Södermalm,290,59.30933806877186,18.054915630553403,drone
Max Södermalm,291,59.31749528162994,18.04898089054346,drone
Max Södermalm,292,59.30619526215345,18.08778529624845,drone
Max Södermalm,293,59.316262944227034,18.029630567201107,drone
Max Södermalm,294,59.31662169882125,18.065779556609915,drone
Max Södermalm,295,59.30713485533994,18.068869047418328,drone
Max Södermalm,296,59.308306511746565,18.058230250857942,drone
Max Södermalm,297,59.307208651930175,18.070806038508543,drone
Max Södermalm,298,59.30851614411408,18.092324763485195,moped
Max Södermalm,299,59.31868294729447,18.036662151249654,drone
Max Södermalm,300,59.30966411892996,18.06999877810053,drone
Max Södermalm,301,59.313176973933885,18.047697322518953,drone
Max Södermalm,302,59.3148884874751,18.039754235694087,drone
Max Södermalm,303,59.31105175413654,18.096775635600427,drone
Max Södermalm,304,59.312513855637285,18.092978126038723,drone
Max Södermalm,305,59.3195183608337,18.06029670611321,drone
Max Södermalm,306,59.31287606307185,18.045225225596603,drone
Max Södermalm,307,59.31755440209791,18.08730423936775,drone
Max Södermalm,308,59.31843985758091,18.089648665488177,drone
Max Södermalm,309,59.31911584765075,18.071712385131185,drone
Max Södermalm,310,59.3143558143013,18.08726914252575,drone
Max Södermalm,311,59.32076488453749,18.075439389948723,drone
Max Södermalm,312,59.316677144375795,18.02860008087463,drone
Max Södermalm,313,59.30863510288923,18.094102254398145,drone
Max Södermalm,314,59.321085453402766,18.07108333345733,drone
Max Södermalm,315,59.31006474235413,18.05989094638,drone
Max Södermalm,316,59.31029055015344,18.051989173397967,drone
Max Södermalm,317,59.31108333820166,18.04654073325228,drone
Max Södermalm,318,59.31279014468053,18.101214431177873,drone
Max Södermalm,319,59.31483689215736,18.09105233386104,moped
Max Södermalm,320,59.31311959336623,18.0467242442723,drone
Max Södermalm,321,59.314684685937294,18.092104376353245,moped
Max Södermalm,322,59.319973155815,18.055519558767138,drone
Max Södermalm,323,59.31521956382159,18.06275138954768,drone
Max Södermalm,324,59.31108644027623,18.046618431713895,drone
Max Södermalm,325,59.305796195179255,18.07110508913973,drone
Max Södermalm,326,59.32003700229485,18.040634476759273,drone
Max Södermalm,327,59.31251876640859,18.060577037199035,drone
Max Södermalm,328,59.31692502128193,18.09087501738831,drone
Max Södermalm,329,59.31068866093376,18.09642593909928,drone
Max Södermalm,330,59.314122035522765,18.07297381727796,moped
Max Södermalm,331,59.317291220787546,18.05650506117933,drone
Max Södermalm,332,59.31894994409112,18.049417108276486,drone
Max Södermalm,333,59.30922830553904,18.098424054155572,drone
Max Södermalm,334,59.31696708595773,18.07514106800606,drone
Max Södermalm,335,59.32042111116923,18.050787206284472,drone
Max Södermalm,336,59.3122039057932,18.093335733581487,drone
Max Södermalm,337,59.31773529843846,18.085150954819536,drone
Max Södermalm,338,59.31478126947357,18.083086029326346,moped
Max Södermalm,339,59.320434794634586,18.059614658052936,drone
Max Södermalm,340,59.30687600050682,18.074124434608343,drone
Max Södermalm,341,59.30616802110128,18.06756795886348,drone
Max Södermalm,342,59.3079271002,18.06016745756321,drone
Max Södermalm,343,59.31421245989731,18.101698357996792,drone
Max Södermalm,344,59.31503827389232,18.03484464305505,drone
Max Södermalm,345,59.31616693096712,18.02704571659627,drone
Max Södermalm,346,59.3198558564686,18.06747146492791,drone
Max Södermalm,347,59.307981265935155,18.06106052337493,drone
Max Södermalm,348,59.32107604443615,18.050050798700877,drone
Max Södermalm,349,59.31939870040981,18.028673854768815,drone
Max Södermalm,350,59.31240350773388,18.09613742977014,drone
Max Södermalm,351,59.319650189999955,18.032971063535985,drone
Max Södermalm,352,59.31456792499705,18.031570101076895,drone
Max Södermalm,353,59.31898455968258,18.078376664994774,drone
Max Södermalm,354,59.3159254341142,18.061818622820407,drone
Max Södermalm,355,59.313912027217185,18.094669879731978,drone
Max Södermalm,356,59.30802434347208,18.096422589588155,drone
Max Södermalm,357,59.30976625390318,18.090119829297652,drone
Max Södermalm,358,59.317457488347635,18.08219212912896,drone
Max Södermalm,359,59.311627284625665,18.063270318492048,drone
Max Södermalm,360,59.31434133769202,18.060309445686972,drone
Max Södermalm,361,59.31526404406887,18.07362650811544,drone
Max Södermalm,362,59.31513182163053,18.066619348940055,drone
Max Södermalm,363,59.31262344652989,18.063290234447372,drone
Max Södermalm,364,59.31898929794735,18.0710881439018,drone
Max Södermalm,365,59.31852877198797,18.05953330683108,drone
Max Södermalm,366,59.30856148209789,18.096987879620333,drone
Max Södermalm,367,59.31549260902247,18.060862839876677,drone
Max Södermalm,368,59.31943388029432,18.0670201293071,drone
Max Södermalm,369,59.318647936965505,18.06745823517037,drone
Max Södermalm,370,59.315231949263655,18.03725770229114,drone
Max Södermalm,371,59.31786688977616,18.026005859057054,drone
Max Södermalm,372,59.31862319227056,18.046619253554532,drone
Max Södermalm,373,59.31298253846201,18.09670716693032,moped
Max Södermalm,374,59.307817535991234,18.059059700253716,drone
Max Södermalm,375,59.31474280370439,18.036567582295135,drone
Max Södermalm,376,59.31146087201377,18.045208759768094,drone
Max Södermalm,377,59.30923092795833,18.064019555559756,drone
Max Södermalm,378,59.31442966332606,18.047740470741186,drone
Max Södermalm,379,59.30845286578237,18.059346643070448,drone
Max Södermalm,380,59.31182865985476,18.055130888675624,drone
Max Södermalm,381,59.31639723261624,18.068096241953665,moped
Max Södermalm,382,59.31265367327427,18.05836144332704,drone
Max Södermalm,383,59.31641797215047,18.075834269554683,drone
Max Södermalm,384,59.31066424871276,18.06668274654246,drone
Max Södermalm,385,59.31849742295449,18.080398225635975,drone
Max Södermalm,386,59.31569394431466,18.102939004370313,drone
Max Södermalm,387,59.3082440919227,18.080860186879093,drone
Max Södermalm,388,59.31835754874495,18.0838363571512,drone
Max Södermalm,389,59.31812329704185,18.08508962158713,drone
Max Södermalm,390,59.31091938699771,18.086092242051546,drone
Max Södermalm,391,59.314952008455904,18.09172684854047,drone
Max Södermalm,392,59.31397947671399,18.05068148417751,drone
Max Södermalm,393,59.308712624192275,18.082643683163234,drone
Max Södermalm,394,59.30726220527277,18.08785111604658,drone
Max Södermalm,395,59.31337617071251,18.0598710113418,drone
Max Södermalm,396,59.31337785843385,18.092535790436266,drone
Max Södermalm,397,59.315557473078826,18.0497370831508,drone
Max Södermalm,398,59.316728958612565,18.090012128191344,drone
Max Södermalm,399,59.314337277454385,18.09372232123807,drone
